id,division_id,identifier,alternate_identifier,position,abstract,organization,application_fee,processing_fee,date,decision,byte_size,number_of_pages,number_of_rows
943,ocd-division/country:ca/province:nl,HCS/48/2015,,48,A copy of the letter that Health Minister Rona Ambrose sent to government calling on provinces and territories to co-operate with the feds to cut the costs of prescription drugs.,Health and Community Services,0.00,0.00,2015-07-28,all disclosed,267519,3,
945,ocd-division/country:ca/province:nl,MIGA/29/2015,,29,"Expenses related to an Eastern Regional Appeal Board hearing held June 19, 2015.",Municipal and Intergovernmental Affairs,0.00,0.00,2015-07-29,all disclosed,1110673,3,
946,ocd-division/country:ca/province:nl,MIGA/35/2015,,35,"Request pertinent section/s of the Dictionary of Canadian Law that references definition of ""agent"" as pertinent to the Appeal. (Appeal by the Eastern Newfoundland Regional Appeal Board of July 2).",Municipal and Intergovernmental Affairs,0.00,0.00,2015-07-29,nothing disclosed,909950,2,
944,ocd-division/country:ca/province:nl,SNL/26/2015,,26,"Any and all records, data and information whatsoever, in any other form and for all time periods available, respecting or in any way concerning or related to the operation of a dry cleaning operation from in or around 159 Pennywell Road, St. John's, Newfoundland and Labrador.",Service NL,0.00,0.00,2015-07-29,disclosed in part,9316995,131,
948,ocd-division/country:ca/province:nl,MIGA/25/2015,,25,Correspondence on amendment to municipal plan in Portugal Cove St. Phillips.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-07-31,all disclosed,995198,19,
947,ocd-division/country:ca/province:nl,SWSD/3/2015,,3,Any and all recommendations and correspondence for your office from Jan 1 2012 pertaining to The Building Accessibility Act Blue Zone Parking Legislation. This would include The Buildings Accessibility Advisory Board correspondence.,"Seniors, Wellness and Social Development",0.00,0.00,2015-07-31,disclosed in part,28616921,439,
952,ocd-division/country:ca/province:nl,EC/9/2015,,9,"Any records — briefing materials, minutes, agendas, maps or any other documents, paper or electronic which reflect or record any cabinet discussions between November 2003 and December 2010 related to the property currently known as ""Galway,"" located between Pitts Memorial Drive and Cochrane Pond being developed by former premier Danny Williams. I am specifically applying for consideration under Sec. 27(3) of the act, given that any cabinet discussions of this matter are a clear and unambiguous matter of public interest.",Executive Council,0.00,0.00,2015-08-03,nothing disclosed,159246,5,
953,ocd-division/country:ca/province:nl,ENV/25/2015,,25,Records relating to an Application to the Department of Environment & Conservation by Eagleridge Inc. to construct a mineral exploration road into the central Avalon (Big Triangle Pond Mineral Exploration Rd.).,Environment and Conservation,0.00,0.00,2015-08-03,all disclosed,322771,5,
949,ocd-division/country:ca/province:nl,HCS/46/2015,,46,811 Campaign Costs.,Health and Community Services,0.00,0.00,2015-08-03,all disclosed,260140,,18
950,ocd-division/country:ca/province:nl,HRS/6/2015,,6,"A copy of the report regarding the accident on the Trans-Canada Highway west of Flat Bay, NL in July 2013.",Human Resource Secretariat,0.00,0.00,2015-08-03,nothing disclosed,925431,4,
951,ocd-division/country:ca/province:nl,LAAO/11/2015,,11,"All records of any kind/information notes and materials associated with the proposal, or request, to “re-profile” or “roll-over” the $1.6 million funding commitment made in the 2007 Northern Strategic Plan for the integration of long-term management plans related to Big Game populations in Labrador, and present it to the public as a new “Labrador Caribou Initiative” created in response to the decline of the George River Caribou Head.",Labrador and Aboriginal Affairs Office,0.00,0.00,2015-08-03,nothing disclosed,156702,2,
961,ocd-division/country:ca/province:nl,SNL/27/2015,,27,"Information relating to a septic tank design plan for a civic address in Bay Bulls, NL.29",Service NL,0.00,0.00,2015-08-04,disclosed in part,6683914,29,
962,ocd-division/country:ca/province:nl,TW/26/2015,,26,A copy of the Budget Binder used in Budget Estimates 2015.,Transportation and Works,0.00,0.00,2015-08-04,all disclosed,11790730,234,
963,ocd-division/country:ca/province:nl,TW/28/2015,,28,A copy of the budget binder which was prepared for the Minister and his officials for the 2015-16 budget year and used in the Department of Transportation and Works estimates meeting in the Spring of 2015.,Transportation and Works,0.00,0.00,2015-08-04,all disclosed,11893198,234,
964,ocd-division/country:ca/province:nl,TW/29/2015,,29,A list of currently unoccupied buildings owned by the provincial government in the northeast Avalon region. Please include addresses of buildings.,Transportation and Works,0.00,0.00,2015-08-04,all disclosed,572956,2,
966,ocd-division/country:ca/province:nl,MIGA/33/2015,,33,Copy of letter/letters to the Town of Witless Bay from the Minister of staff related to conflict of interest.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-08-06,all disclosed,1028077,5,
965,ocd-division/country:ca/province:nl,SNL/28/2015,,28,"Records relating to the Upland Parcel of the Marystown Public Wharf Property located in Marystown, NL.",Service NL,0.00,0.00,2015-08-06,nothing disclosed,212961,2,
969,ocd-division/country:ca/province:nl,EDU/17/2015,,17,A copy of the budget binder used in Budget Estimates 2015.,Education and Early Childhood Development,0.00,0.00,2015-08-10,all disclosed,4382684,111,
967,ocd-division/country:ca/province:nl,HCS/44/2015,,44,"At 12:14am ?? 7 Jul 2015, Minister Stephen Kent indicated on Twitter the following with respect to the privatizations of long term care and the recent RFP announcing the government's plan to move forward with this privatizations: ""Been on the radar since October. And lots of evidence to support the plan."" Please provide the information that the Minister of Health was referencing in this Tweet.”",Health and Community Services,0.00,0.00,2015-08-10,disclosed in part,17378663,500,
968,ocd-division/country:ca/province:nl,TW/30/2015,,30,"For year 2015 to June 30, 2015 records incl. electronic related to the following in dealings with T Gill Haulage and Construction, 1 Oake, Kippens, Nfld Notices Warnings Work not up to standards Complaints.",Transportation and Works,0.00,0.00,2015-08-10,nothing disclosed,943059,3,
976,ocd-division/country:ca/province:nl,BTCRD/3/2015,,3,"Copies of the most recent audit and annual report that were submitted to each member of the Grand Concourse Authority (the Authority), of whichthe Department of Business, Tourism, Culture and Rural Development (the Department) is a member. - Copies of all contracts, briefing notes and correspondence between the Authority and the Department in 2014, including the amount of funding received by the Authority from Government in 2014. ","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-08-11,disclosed in part,2482344,23,
978,ocd-division/country:ca/province:nl,BTCRD/33/2015,,33,"The loan agreement, plus any addendums, revisions or amendments made to the agreement, related to this press release: http://www.releases.gov.nl.ca/releases/2015/exec/0615n04.aspx.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-08-11,disclosed in part,3668895,24,
975,ocd-division/country:ca/province:nl,HCS/43/2014,HCS/43/2015,43,"All records between January 1 2007 - June 30, 2015 exchanged between the Government of Newfoundland and Labrador and: the Patented Medicine Prices Review Board (PMPRB) relating to the drug Solris (eculizumab) for its use in treating Paraoxysmal Nocturnal Hemoglobinuria (PNH) and/or atypical Hemolytic Uremic Syndrome (aHUS); and Douglas Clark, Executive Director of PMPRB. ",Health and Community Services,0.00,0.00,2015-08-11,all disclosed,10347654,198,
970,ocd-division/country:ca/province:nl,JPS/10/2015,,10,"All records to/from members of the Department's Executive relating to: meetings pursuant to Section 35 of the Provincial Court Act, 1991 or a lack of meetings and any amendments to that section; from 2012 regarding the appointment of an Associate Chief Justice of the Provincial Court of NL; the vacancy since May of 2014 of the provincial court judge position in Clarenville, NL; and all records to/from members of the Department's Executive and D. Mark Pike, Chief Judge of the Provincial Court of NL from 2012 to present.",Justice and Public Safety,0.00,0.00,2015-08-11,disclosed in part,3991719,114,
971,ocd-division/country:ca/province:nl,JPS/19/2015,,19,"Documentation/records/data as the basis for this statement in the Final Report of the Electoral Boundaries Commission (page 20). ""An analysis of special mobility patterns revealed a flow of people from Cavendish and south to the TCH and Whitbourne.""",Justice and Public Safety,0.00,0.00,2015-08-11,all disclosed,935035,20,
972,ocd-division/country:ca/province:nl,JPS/25/2015,,25,"Copy of submission to the Electoral Boundaries Commission Hearings on April 30 by Mayor Moses Tucker, Mayor, Portugal Cove-St. Philip's.",Justice and Public Safety,0.00,0.00,2015-08-11,all disclosed,156896,4,
973,ocd-division/country:ca/province:nl,MIGA/31/2015,,31,"Status, guidelines and roles relating to persons presenting at appeals hearings.",Municipal and Intergovernmental Affairs,0.00,0.00,2015-08-11,all disclosed,1101040,5,
974,ocd-division/country:ca/province:nl,MIGA/36/2015,,36,"Request copy of Authority's Brief re Appeal by the Eastern Newfoundland Regional Appeal Board, July 2, 2015.",Municipal and Intergovernmental Affairs,0.00,0.00,2015-08-11,all disclosed,2299818,50,
977,ocd-division/country:ca/province:nl,PRE/18/2015,,18,"Any information notes, briefing notes and/or correspondence (in any and all formats, including paper and electronic) related to any review of processes as outlined by the premier in this news story: http://www.cbc.ca/news/canada/newfoundland-labrador/premier-troubled-by-quebec-corruption-inquiry-link-to-muskrat-falls-contract-winner-1.3101098. ",Premier's Office,0.00,0.00,2015-08-11,nothing disclosed,1137286,2,
