division_id,identifier,alternate_identifier,position,abstract,organization,applicant_type,processing_fee,date,url,byte_size,number_of_pages,number_of_rows,duration
ocd-division/country:ca/province:bc,FNR-2015-53111,FNR-2015-53111,53111,"Documents related to the Forest Sector Competitiveness Strategy which was mentioned in the 2015 Throne Speech; Terms of reference for the Competitiveness Strategy, the agenda and list of attendees for any meetings of committees related to the Strategy. (Date Range for Record Search: From 02/01/2015 To 09/21/2015) – Please direct the request to only the records of  Peter Jacobsen – Executive Director – Forest Sector Strategies (Date Range for Record Search: From 02/01/2015 To 09/21/2015)","Forests, Lands and Natural Resource Operations",organization,0.00,2015-11-18,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-53111&title=FOI%20Request%20-%20FNR-2015-53111,1446520,14,0,0
ocd-division/country:ca/province:bc,GCP-2015-52175,GCP-2015-52175,52175,"A copy of the following briefing note as listed in JAG-2015-50497: # 506882; Copy of the Sierra Systems review referred to by the Minister in the House on May 12, 2015; Any notes prepared to advise the Minister on her public comment on this issue; Any emails exchanged by the Ministry with GCPE and/or the Office of the Premier regarding the review and/or the issue of electronic supervision. (Date Range for Record Search: From 09/01/2014 To 03/31/2015)",Government Communications and Public Engagement,organization,0.00,2015-11-18,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:GCP-2015-52175&title=FOI%20Request%20-%20GCP-2015-52175,2511001,14,0,0
ocd-division/country:ca/province:bc,LDB-2015-52528,LDB-2015-52528,52528,"Executive summaries, key findings, summaries of recommendations and tables of contents of all BC Liquor Distribution Branch internal audit reports measuring performance and/or efficiency; weighing risks and/or opportunities. (Date Range for Record Search: From 01/01/2015 To 08/18/2015)",Liquor Distribution Branch,media,0.00,2015-11-18,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:LDB-2015-52528&title=FOI%20Request%20-%20LDB-2015-52528,11940075,85,0,0
ocd-division/country:ca/province:bc,TRA-2015-52401,TRA-2015-52401,52401,The briefing binder provided to the Minister for the 2015 Estimates debate.,Transportation and Infrastructure,organization,0.00,2015-11-18,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:TRA-2015-52401&title=FOI%20Request%20-%20TRA-2015-52401,34046582,181,0,0
ocd-division/country:ca/province:bc,CTZ-2015-53184,CTZ-2015-53184,53184,"A list of attendees, their organizational affiliations for the 'OCIO Connect' conference of October 2015. (Date Range for Record Search: From 10/01/2015 To 10/05/2015)","Technology, Innovation and Citizens' Services",public,0.00,2015-11-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CTZ-2015-53184&title=FOI%20Request%20-%20CTZ-2015-53184,1715715,9,0,0
ocd-division/country:ca/province:bc,FNR-2015-53298,FNR-2015-53298,53298,"Records indicating the purchasers name and the license holder for the following Fractional Guide territories: Territory ID 702G001, purchased 2013/April/08 and Territory ID 715G001, purchased 2013/July/08. (Date Range for Record Search: From 04/01/2013 To 08/01/2013)","Forests, Lands and Natural Resource Operations",public,0.00,2015-11-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-53298&title=FOI%20Request%20-%20FNR-2015-53298,68612,1,0,0
ocd-division/country:ca/province:bc,HOU-2015-53053,HOU-2015-53053,53053,Any correspondence where both the Limitation Act and the Civil Resolution Tribunal are mentioned together. (Date Range for Record Search: From 01/01/2012 To 09/11/2015),Housing,public,0.00,2015-11-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:HOU-2015-53053&title=FOI%20Request%20-%20HOU-2015-53053,1895941,16,0,0
ocd-division/country:ca/province:bc,MIT-2015-53142,MIT-2015-53142,53142,"All details, contract, deliverables relating to a payment of $798,137 to William J. Fox as listed in the 2014/15 Public Accounts under 'Other Suppliers'. (Date Range for Record Search: From 04/01/2014 To 03/31/2015)",International Trade,media,0.00,2015-11-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:MIT-2015-53142&title=FOI%20Request%20-%20MIT-2015-53142,3971366,83,0,0
ocd-division/country:ca/province:bc,MOE-2015-50672,MOE-2015-50672,50672,"Any and all records relating to: A decision by the Minister of Environment or Ministry of Environment staff regarding the possible, recommended or actual renewal or issuance of Licence of Occupation File No. 1406547 and Licence of Occupation File No. 1405508; The possible or actual renewal or issuance of Licence of Occupation File No. 1406547 and Licence of Occupation File No. 1405508 prepared for the Minister of Forests, Lands and Natural Resource Operations or by staff of the Ministry; The Cowichan Estuary Environmental Management Plan and/or Order-in-Council 1652/86. (Date Range for Record Search: From 01/01/2014 To 04/08/2015)",Environment,business,125.00,2015-11-19,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:MOE-2015-50672&title=FOI%20Request%20-%20MOE-2015-50672,59692123,389,0,0
ocd-division/country:ca/province:bc,FNR-2015-53019,FNR-2015-53019,53019,"All communication and records pertaining to the decision by BC Parks and Wilderness to require all dogs to be leashed on beaches in or near Qualicum Beach, on Vancouver Island, BC. (Date Range for Record Search: From 02/01/2015 To 08/15/2015)","Forests, Lands and Natural Resource Operations",public,74.20,2015-11-20,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-53019&title=FOI%20Request%20-%20FNR-2015-53019,14313439,89,0,0
ocd-division/country:ca/province:bc,JAG-2015-52476,JAG-2015-52476,52476,"Any email, fax, letter, etc. exchange with respect to the regulation of notaries public, scope of practice for notaries public, and proposed legislative amendments that affect notaries. (Date Range for Record Search: From 03/01/2015 To 08/14/2015)",Justice,public,0.00,2015-11-20,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:JAG-2015-52476&title=FOI%20Request%20-%20JAG-2015-52476,1720013,77,0,0
ocd-division/country:ca/province:bc,AED-2015-53034,AED-2015-53034,53034,"Records submitted as part of efforts by Vancouver Community College (or any group of post-secondary institutions that includes Vancouver Community College) to secure capital funding for either Asset Replacement & Renewal Projects or New Priority Projects, by Vancouver Community College;  Any records that will reveal the type of records submitted, the dates they were submitted, and the record of documents.  If a list exists that would fulfill this request however if no list exists providing the cover page of each document would satisfy this request if the cover page includes the title, type and date of the record submitted.  The types of records submitted would include but not be limited to Opportunity Assessments, Concept Plan Reports, and Business Cases.  Date range is June 1, 2012 to present (Date Range for Record Search: From 06/01/2012 To 09/11/2015)",Advanced Education,public,0.00,2015-11-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:AED-2015-53034&title=FOI%20Request%20-%20AED-2015-53034,14743501,86,0,0
ocd-division/country:ca/province:bc,AED-2015-53244,AED-2015-53244,53244,"Regarding the payments for the year-ended March 31, 2015 to CGI Information Systems and Management Consultants Inc. totaling $26,326,505, as reported in the Public Accounts' Consolidated Revenue Fund Detailed Schedules of Payments: The list of individual payments made by the Province to CGI, including dates, transaction numbers, dollar amounts, name of Ministry and/or department and details/reasons for each payment; and the list of individual payments made by CGI to the Province, including dates, transaction numbers, dollar amounts, name of Ministry and/or department and details/reasons for each payment. (Date Range for Record Search: From 04/01/2014 To 03/31/2015)",Advanced Education,media,0.00,2015-11-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:AED-2015-53244&title=FOI%20Request%20-%20AED-2015-53244,6927786,2,0,0
ocd-division/country:ca/province:bc,CFD-2015-53195,CFD-2015-53195,53195,"Regarding payments to the Fraser Valley Aboriginal Children and Family Services Society, as reported in the 2013-2014 Public Accounts ($17,822,766) and 2014-2015 Public Accounts ($18,854,618 and $2,035,572): a detailed list of individual payments showing the dollar values, dates, transaction numbers, goods and services rendered, and reasons for the payments. (Date Range for Record Search: From 04/01/2013 To 04/30/2015)",Children and Family Development,media,0.00,2015-11-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CFD-2015-53195&title=FOI%20Request%20-%20CFD-2015-53195,4775599,20,0,0
ocd-division/country:ca/province:bc,HTH-2015-53246,HTH-2015-53246,53246,"Regarding the payments for the year-ended March 31, 2015 to CGI Information Systems and Management Consultants Inc. totaling $26,326,505, as reported in the Public Accounts' Consolidated Revenue Fund Detailed Schedules of Payments: The list of individual payments made by the Province to CGI, including dates, transaction numbers, dollar amounts, name of Ministry and/or department and details/reasons for each payment; and the list of individual payments made by CGI to the Province, including dates, transaction numbers, dollar amounts, name of Ministry and/or department and details/reasons for each payment. (Date Range for Record Search: From 04/01/2014 To 03/31/2015)",Health,media,0.00,2015-11-23,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:HTH-2015-53246&title=FOI%20Request%20-%20HTH-2015-53246,143850,2,0,0
ocd-division/country:ca/province:bc,ARR-2015-53010,ARR-2015-53010,53010,"Copy of the unclaimed cheques over $1,000.00 drawn at the request of the Ministry between January 1, 2014 and December 31, 2014 and still outstanding or uncashed on September 1, 2015, including the following information: Cheque number; Cheque Date; Amount; Beneficiary Name; Invoice Number; and Name of the ministry concerned.",Aboriginal Relations and Reconciliation,business,0.00,2015-11-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:ARR-2015-53010&title=FOI%20Request%20-%20ARR-2015-53010,50177,1,0,0
ocd-division/country:ca/province:bc,FIN-2015-52700,FIN-2015-52700,52700,"A summary document listing any and all contracts including service agreements or service contracts that have been directly awarded by the Ministry including the name of the contractor, the dollar amount of contract, a short description of services provided and the Ministry's rationale for direct awarding. Timeframe is June 1, 2015 to June 30, 2015.",Finance,organization,0.00,2015-11-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FIN-2015-52700&title=FOI%20Request%20-%20FIN-2015-52700,136966,1,0,0
ocd-division/country:ca/province:bc,FIN-2015-52838,FIN-2015-52838,52838,"A summary document showing the Cliff number, date, and title/issue of all briefing notes, issues notes and advice to the Minister/Minister of State/Premier that were prepared between July 1, 2015 to July 31, 2015.",Finance,organization,0.00,2015-11-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FIN-2015-52838&title=FOI%20Request%20-%20FIN-2015-52838,48853,1,0,0
ocd-division/country:ca/province:bc,FNR-2015-52762,FNR-2015-52762,52762,"Minister Penner's presentation to the Guide Outfitters Association of BC, and the BC Wildlife Federation at their respective Annual General Meetings. (Date Range for Record Search: From 03/01/2006 To 05/31/2010)","Forests, Lands and Natural Resource Operations",public,0.00,2015-11-24,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-52762&title=FOI%20Request%20-%20FNR-2015-52762,1603076,16,0,0
ocd-division/country:ca/province:bc,CFD-2015-53136,CFD-2015-53136,53136,"All invoices and proof of payments for rooms, food, beverage, pay per view TV and other goods and services for the Super 8 Hotel in Abbotsford. (Date Range for Record Search: From 05/01/2015 To 09/25/2015)",Children and Family Development,media,0.00,2015-11-25,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CFD-2015-53136&title=FOI%20Request%20-%20CFD-2015-53136,924263,18,0,0
ocd-division/country:ca/province:bc,CTZ-2015-53186,CTZ-2015-53186,53186,"Business case and/or any briefing notes, summaries or presentations on Cloud BC.","Technology, Innovation and Citizens' Services",public,0.00,2015-11-25,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CTZ-2015-53186&title=FOI%20Request%20-%20CTZ-2015-53186,18460439,89,0,0
ocd-division/country:ca/province:bc,CTZ-2015-53264,CTZ-2015-53264,53264,"Any policies, documents, guidelines used by the Registrar of Companies, its delegates, including Deputy Registrar Debbie Turner, and specifically Names Analysts, in the registration relating to corporate or societal name changes under the Business Corporations Act and or the Society Act. (Date Range for Record Search: From 10/01/2012 To 10/14/2015)","Technology, Innovation and Citizens' Services",business,0.00,2015-11-25,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CTZ-2015-53264&title=FOI%20Request%20-%20CTZ-2015-53264,10717971,97,0,0
ocd-division/country:ca/province:bc,FNR-2015-53225,FNR-2015-53225,53225,"Report on wildlife, habitat and resource activity completed by Mike Morris, Parliamentary Secretary for the Ministry and any and all communications between Mike Morris and the office of Steve Thomson, Ministry Minister; Including any text, images, videos and presentation documentation. (Date Range for Record Search: From 07/15/2015 To 09/30/2015)","Forests, Lands and Natural Resource Operations",organization,0.00,2015-11-25,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-53225&title=FOI%20Request%20-%20FNR-2015-53225,115964,4,0,0
